Player,Nation,Pos,Squad,Comp,CrdY/90,CrdR/90,G/90,A/90,PKatt,xA/90,(G-xG)/90,Sh/90,PassAtt/90,Prog/90,Cmp%,ShortAtt/90,LongAtt/90,(A-xA)/90,(1/3)/90,PPA/90,CrsPA/90,DeadAtt/90,(PassAtt:FK)/90,(PassAtt:CK)/90,(PassAtt:TI)/90,TB/90,UndPress/90,Sw/90,Crs/90,GroundAtt%,LowAtt%,HighAtt%,LeftAtt%,RightAtt%,HeadAtt%,OtherAtt%,Off%,Out%,OppInt%,OppBlk%,(SCA:Drib)/90,(SCA:Sh)/90,(SCA:Fld)/90,(SCA:Def)/90,GCA/90,(GCA:Dead)/90,(GCA:Drib)/90,(GCA:Sh)/90,(GCA:Fld)/90,(GCA:Def)/90,Tkl/90,(Tkl:Def)/90,(Tkl:Mid)/90,(Tkl:Att)/90,DriTkl/90,DriTklW/90,Press/90,SuccPress/90,(Press:Def)/90,(Press:Att)/90,Blk/90,Blk:Sh/90,Blk:ShoT/90,Int/90,Clr/90,TchDef:Pen%,Tch:Mid%,Tch:Att%,Tch:Live%,Dri/90,DriW%,CarrAvgDist,PCarrDist%,PCarries/90,(1/3 Carr)/90,CPA/90,Mis/90,Dis/90,Targ/90,Rec%,Rec:Prog%,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18
Dan Burn,ENG,DF,Brighton,Premier League,0.22,0.0,0.04,0.0,0,0.04,-0.02,0.7,54.24,3.36,76.7,21.31,6.2,-0.04,3.19,0.66,0.22,6.55,0.48,0.04,6.03,0.0,7.55,0.87,1.4,60.2,17.1,22.7,66.2,9.8,6.8,0.3,0.3,2.9,2.4,2.7,0.0,0.04,0.0,0.0,0.04,0.0,0.0,0.04,0.0,0.0,2.05,1.35,0.57,0.13,2.36,0.92,13.54,4.5,6.38,2.18,1.7,0.31,0.04,1.62,4.15,11.4,45.7,23.6,85.5,0.96,77.3,5.14,55.1,3.41,1.09,0.09,1.0,0.61,45.24,88.8,4.7,-2.7447171721244827,0.1063924804572615,2.85979410479493,0.6874790926687494,-0.47963638973262096,-1.105005293282842,1.9610557925793635,-0.2995604525167113,-1.2064226563090656,-0.5417947549833253,-0.24455388948458556,-1.0218270912986485,0.7770206365565687,-0.0007098569516519469,0.5065109336651336,0.06507720644685186,0.7909366376071657,0.5615890524652122
Patrick Burner,MTQ,DF,Nîmes,Ligue 1,0.0,0.0,0.0,0.0,0,0.02,-0.03,0.41,46.3,3.08,77.8,19.59,7.81,-0.02,1.99,0.27,0.21,11.03,0.68,0.0,10.34,0.07,3.56,0.82,1.51,54.1,24.4,21.4,7.7,66.1,2.7,0.1,0.1,2.7,1.3,2.5,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,0.75,0.55,0.21,1.51,0.55,9.45,2.6,4.66,1.44,1.78,0.34,0.0,1.44,2.81,4.9,44.6,19.1,77.7,1.3,57.9,4.25,62.5,2.95,0.82,0.27,0.55,0.82,32.05,91.2,2.3,-2.4793476973390858,-0.5436173593445455,4.207306544704646,-1.3636649108247632,-1.8622857260733259,-1.8526673171257584,-1.5536715147630062,-0.01786734734757623,0.035992702941352275,0.5806863520398405,-0.3673848009854549,0.4550624709389632,-0.47289473403823257,0.4743254671138821,1.5509893551029517,0.35350975078304975,-0.3446826907098357,0.9859392125149575
Maxime Busi,BEL,DF,Parma,Serie A,0.23,0.0,0.0,0.08,0,0.1,-0.04,0.6,59.32,5.41,83.4,21.5,10.83,-0.03,3.98,1.2,0.53,8.65,0.6,0.0,8.05,0.15,4.29,1.35,1.5,63.2,17.1,19.6,11.5,72.4,1.8,0.1,0.5,1.5,2.0,2.0,0.08,0.08,0.0,0.08,0.15,0.0,0.08,0.0,0.0,0.0,2.11,1.73,0.38,0.0,2.26,0.9,16.77,3.91,8.8,1.8,2.33,0.08,0.0,1.35,2.56,7.6,48.7,19.7,82.4,1.65,50.0,5.15,61.0,5.41,1.2,0.23,1.13,0.6,50.38,91.0,3.1,-2.329175482462835,3.1336606147842874,2.125816423850993,-0.1292665821466255,-1.5355724757504454,-0.44684648801327514,-1.202569152977228,0.6486809915369348,-0.7935861171790922,0.2046588862944661,-0.22147336950715527,-0.2986746238170751,0.07149833788119896,0.0977435339953859,0.10376923576380745,0.6884102745432717,-1.4011242836485154,0.9696827478218789
Sergio Busquets,ESP,MF,Barcelona,La Liga,0.32,0.0,0.0,0.18,0,0.13,-0.01,0.11,96.96,7.79,91.5,41.89,11.86,0.05,10.46,1.18,0.0,3.96,3.86,0.0,0.11,0.54,11.0,1.61,0.11,82.5,7.7,9.9,15.1,81.1,2.1,0.4,0.3,0.8,2.1,0.7,0.0,0.0,0.11,0.07,0.36,0.0,0.0,0.0,0.0,0.0,2.5,0.93,1.18,0.39,2.43,0.89,19.64,6.14,4.96,3.89,1.54,0.11,0.0,1.39,0.89,2.3,62.6,20.1,92.9,0.57,81.2,3.2,51.1,5.14,1.64,0.07,0.64,0.46,87.04,96.1,2.1,-3.194341245833043,7.119528384102773,-6.136377406770926,2.0593016614536137,2.6728240990048415,-3.888816187278934,-0.3591162187420878,1.206179597593853,-0.4178211349793143,-1.3670922849639229,0.12458189087072884,-0.22578956008266557,-0.23283248932439443,-1.807649086013978,0.008414670187255792,0.16851794031202288,-0.8256962503645171,-0.34969733918160584
Erick Cabaco,URU,DF,Getafe,La Liga,0.61,0.0,0.0,0.0,0,0.0,-0.01,0.27,29.86,2.31,67.7,5.65,13.27,0.0,2.59,0.0,0.0,3.61,2.52,0.0,1.09,0.0,3.74,3.67,0.2,42.8,12.1,45.1,12.1,69.7,8.4,0.0,0.7,5.5,1.1,2.1,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.95,0.54,0.14,1.02,0.54,9.32,3.33,3.95,0.54,1.16,0.48,0.0,0.82,7.14,27.3,49.5,5.2,87.4,0.27,75.0,5.2,55.2,1.02,0.34,0.0,0.2,0.07,17.76,93.5,1.2,-4.684756387831632,-4.1548974664669,3.790460409068575,-1.010530543145941,4.706007510402912,2.621580574148464,-0.6717421267744211,-2.399677105791377,-2.1039529449303838,-1.008370129221718,1.0144864111657539,-1.087363738645011,-1.9509865490792515,0.6552733128254669,0.4479528890873708,-0.839915017152017,-0.9445753272864248,-1.1564426894291508
Jimmy Cabot,FRA,"FW,MF",Angers,Ligue 1,0.1,0.0,0.1,0.1,0,0.12,-0.02,0.96,40.76,2.67,74.5,18.48,5.52,-0.03,1.9,0.95,0.29,1.33,0.19,0.86,0.29,0.19,5.52,1.14,2.0,73.6,14.0,12.4,16.1,81.5,1.4,0.0,0.0,1.4,4.0,3.7,0.38,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.48,1.05,0.95,0.48,3.33,0.76,18.95,5.05,5.33,4.57,1.43,0.0,0.0,1.24,0.38,11.0,43.3,40.3,90.0,6.29,57.6,4.94,50.6,6.0,2.1,0.57,2.1,2.38,48.67,79.8,16.2,2.7813720551272834,2.250820623246564,-0.39877000291580283,2.8690369806486706,-2.417660875765888,1.4644701258540784,-0.8589201896552043,-1.463914558522885,0.9820176257817856,0.6901810553744443,-1.110601056890466,-0.20853257184419127,0.6059266086216546,-0.3990607792132078,0.32714978646178877,-1.0027815980408255,-0.7342921489445309,0.9991102722623209
Martín Cáceres,URU,DF,Fiorentina,Serie A,0.16,0.0,0.08,0.08,0,0.04,0.03,0.6,41.65,3.49,79.5,12.93,9.16,0.04,2.93,0.56,0.36,5.82,1.85,0.04,3.94,0.0,3.25,1.65,1.24,58.6,15.6,25.7,22.5,61.7,4.8,0.8,0.3,1.5,1.2,3.1,0.0,0.04,0.0,0.0,0.16,0.0,0.0,0.04,0.0,0.0,1.16,0.8,0.36,0.0,1.24,0.44,10.84,3.33,6.22,0.92,1.08,0.44,0.0,0.68,3.05,9.9,52.0,19.4,83.6,0.36,22.2,5.09,59.6,3.17,1.04,0.0,0.24,0.44,32.17,93.0,3.0,-2.4795369675683805,-1.335386779587717,2.260670251165771,-1.9759582251925762,0.2728003722882887,-0.7734907519435544,-0.8062086888883399,0.13548514086263308,0.6831959432660581,0.47116316892031285,0.512486505770317,-0.41429857350499544,-0.6498977692303833,1.3772742630489085,-0.8792235422916238,0.8960320688306926,0.670284700984352,0.5965020276234481
Anthony Caci,FRA,DF,Strasbourg,Ligue 1,0.0,0.0,0.0,0.06,0,0.05,-0.01,0.26,60.55,5.11,78.0,20.35,14.05,0.01,3.92,1.09,0.58,11.41,1.29,0.0,10.13,0.03,7.2,3.31,2.06,52.3,23.5,24.2,26.3,52.6,3.1,0.3,0.2,1.7,2.8,3.1,0.06,0.03,0.03,0.0,0.06,0.0,0.0,0.0,0.0,0.0,3.12,1.83,0.9,0.39,2.15,0.93,14.82,5.21,7.88,1.61,2.28,0.13,0.0,1.83,1.93,3.6,48.7,18.0,79.3,1.32,68.3,4.66,52.1,3.63,1.29,0.06,0.68,0.68,42.7,94.7,2.9,-3.255374541264413,3.8202282496439515,4.3246030755988585,1.0044819374092306,0.04508711847467915,-1.6002321892380516,-0.5188491656041869,0.7011064768891482,-0.2881748484637313,0.4760697486029739,-0.814122164866704,-0.4713672220996412,0.615196643716529,0.45331765308571587,1.3831800663622573,-0.36093064771304184,-0.1037459776117111,-0.3504575587569457
Mathieu Cafaro,FRA,"MF,FW",Reims,Ligue 1,0.13,0.0,0.17,0.09,0,0.09,0.03,2.65,35.78,2.74,62.3,12.35,9.22,0.0,1.52,0.91,0.26,2.83,1.35,1.35,0.13,0.04,4.17,2.17,2.39,59.3,15.1,25.6,7.8,88.6,2.1,0.6,0.9,3.5,5.3,4.6,0.13,0.09,0.0,0.13,0.35,0.0,0.0,0.09,0.0,0.04,1.74,0.7,0.78,0.26,1.83,0.13,18.0,4.43,5.09,4.17,0.7,0.0,0.0,0.83,0.43,10.7,43.5,39.0,86.5,2.09,45.8,6.01,58.3,5.3,1.78,0.52,2.0,1.35,39.91,83.0,12.2,3.485738468238715,0.09214035852317258,1.8754771400469494,0.3185186338971892,1.5953171680904528,2.3836728537669383,-1.1854377504764784,-1.3483247498626691,-0.4217828546031225,0.15448488297191865,-1.8630517192414624,-0.026757580131081857,-1.1352491516119814,2.08202810642526,-2.058530988766377,1.5069750197001035,0.516356773035505,0.6432985673668395
Gary Cahill,ENG,DF,Crystal Palace,Premier League,0.15,0.0,0.05,0.05,0,0.04,0.02,0.55,34.85,1.7,84.6,9.55,7.4,0.02,1.7,0.05,0.0,1.3,1.3,0.0,0.0,0.0,4.75,0.6,0.0,69.3,9.8,20.9,13.5,74.7,5.0,1.0,0.3,1.6,1.1,0.7,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.65,0.5,0.15,0.0,0.5,0.2,5.05,1.45,3.3,0.4,2.25,1.4,0.0,0.95,6.35,68.4,36.4,3.9,91.9,0.1,50.0,5.25,46.2,1.2,0.05,0.0,0.15,0.1,27.4,94.9,0.2,-4.520355243499959,-6.227965839621066,-0.4275212869911453,-3.43347086721564,-0.210142785883806,1.0669196473405946,-0.30063739409965806,1.243547394015127,0.9395279045724554,-0.3628960633223784,-0.6804732701652266,-0.08640546396818638,0.4379529923532156,-1.3755338772078605,-0.3536990402449325,0.005785216546700791,-0.6112153992577413,-0.5204274419762005
Yannick Cahuzac,FRA,MF,Lens,Ligue 1,0.36,0.0,0.04,0.0,0,0.02,-0.02,0.32,35.84,2.68,84.3,14.64,4.36,-0.02,2.28,0.64,0.12,1.48,1.16,0.04,0.24,0.04,4.92,0.52,0.4,68.3,12.6,19.1,7.0,81.4,7.1,0.6,0.1,2.1,1.2,1.6,0.04,0.08,0.0,0.08,0.08,0.0,0.0,0.04,0.0,0.0,1.44,0.76,0.44,0.24,1.24,0.52,11.92,4.04,4.4,2.24,1.24,0.2,0.0,1.2,2.6,10.0,59.8,18.6,93.4,0.4,70.0,4.96,55.3,3.2,0.68,0.04,0.56,0.36,29.84,87.5,6.3,-2.503237263218407,-2.5887376175974928,-0.6314676057242379,0.9743739556289313,0.06852347471333983,-0.4574225340297695,-0.8264008699374444,-0.7961082364704039,0.10244051560529373,-0.4361597273538457,-0.04664792733427093,0.02484190335580348,-1.01253294259992,1.602759489867176,-0.32694444386120425,0.1398909208863345,-0.8771188815639145,0.44469530997581413
Felipe Caicedo,ECU,FW,Lazio,Serie A,0.49,0.0,0.78,0.0,1,0.06,0.26,2.91,25.92,1.84,74.9,14.17,1.75,-0.07,2.04,0.39,0.0,0.78,0.1,0.0,0.29,0.0,6.99,0.19,0.0,60.3,23.6,16.1,64.8,16.5,4.5,5.6,0.0,1.9,2.2,2.6,0.49,0.1,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.49,0.49,0.29,0.97,0.1,16.41,5.05,2.91,5.73,0.97,0.19,0.0,0.19,0.29,31.9,47.0,44.8,92.4,1.65,76.5,3.9,46.3,1.94,0.58,0.58,2.23,1.75,45.53,64.0,28.7,4.593127028026354,-4.853945612412715,-1.1303928197125648,1.7028916291824738,0.15019121041046454,-2.329781008839991,2.5563439877744605,-0.28644724560877655,-1.1301314831716287,3.4200795552491705,-0.0742856315823225,-1.019728845100434,-1.3605597451154228,-0.37731704725783877,0.5091137484624868,-3.668566996482164,0.6858750447571614,-1.1455151348890185
Cala,ESP,DF,Cádiz,La Liga,0.32,0.0,0.12,0.0,0,0.01,0.06,0.55,27.3,0.95,73.8,4.29,11.19,-0.01,1.43,0.08,0.0,1.83,1.79,0.0,0.04,0.0,2.94,2.5,0.0,51.6,9.9,38.5,11.6,74.6,9.4,0.4,0.1,3.1,1.3,1.0,0.04,0.04,0.08,0.04,0.04,0.0,0.0,0.0,0.04,0.0,1.31,1.03,0.28,0.0,1.15,0.48,8.29,2.82,5.36,0.28,1.31,0.44,0.0,0.91,5.99,62.5,44.9,3.1,89.6,0.24,83.3,5.84,44.2,0.71,0.16,0.0,0.2,0.04,18.61,93.4,0.9,-4.399690104549031,-5.941557606482812,1.8332076436310512,-1.5860164665935776,2.5333460659941562,2.7720798549055226,-0.28691222339695643,-0.5137511139843686,-0.7989288337071833,0.29986621013055414,-0.24358529209644325,-0.27963849317045847,-1.00906059771065,0.527693201357596,1.1871119197632525,-1.0800364472062618,-1.0913099060779121,-1.3284328133382135
Davide Calabria,ITA,DF,Milan,Serie A,0.24,0.0,0.07,0.03,0,0.06,0.03,0.82,60.71,5.99,78.2,21.77,12.01,-0.03,5.17,1.26,0.44,8.71,1.12,0.03,7.55,0.14,4.52,1.26,1.8,60.4,16.6,23.0,6.9,76.6,3.2,0.2,0.8,1.6,2.1,2.4,0.03,0.03,0.03,0.0,0.17,0.03,0.0,0.0,0.03,0.0,3.16,2.01,0.88,0.27,3.1,1.46,17.79,5.88,8.47,2.01,2.21,0.24,0.0,0.92,2.82,8.3,49.0,19.8,83.1,1.26,45.9,5.11,60.3,5.17,1.63,0.17,0.68,0.51,46.67,93.5,4.8,-2.967392376631984,4.167568958435568,2.840316502967256,1.867808987065783,-0.3609338321541809,-0.18179649945578394,-1.2588577576964513,0.809438860457118,-1.1584468983534377,1.0226859377829172,0.270053778896375,-0.672089609412747,0.7039174854645742,-0.6756532371231503,-0.5629675759846428,1.122610957062798,-0.17456269305357444,-1.0410491059360247
Luca Caldirola,ITA,DF,Benevento,Serie A,0.34,0.06,0.11,0.0,0,0.01,0.06,0.46,44.11,2.29,84.7,12.17,10.0,-0.01,2.29,0.29,0.11,3.49,2.29,0.0,1.14,0.0,3.14,1.09,0.17,73.8,8.7,17.5,78.0,14.0,4.0,0.3,0.0,1.6,1.8,0.4,0.0,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.74,0.29,0.0,0.91,0.23,8.11,2.63,4.4,0.4,1.66,0.86,0.06,0.97,3.94,31.7,41.8,4.1,85.6,0.0,0.0,7.71,65.0,2.86,0.57,0.0,0.06,0.06,35.03,97.2,0.7,-4.6015157189400435,-2.9192097430269444,0.48711401987985303,-3.6007967162202603,-1.3404640127663372,1.45742140471361,2.002397667951995,-0.7932549160155624,-0.8079638846777222,0.7721052730457272,1.033137018027654,1.367489670720235,-0.6138594213839959,-0.5699303065544444,-3.508085228697758,-0.33842257718552177,2.9401287694584304,1.9304195266864628
Duje Ćaleta-Car,CRO,DF,Marseille,Ligue 1,0.26,0.03,0.06,0.03,0,0.03,0.03,0.32,60.0,2.62,86.9,17.32,13.32,0.0,2.97,0.13,0.0,2.14,1.76,0.0,0.35,0.13,3.74,1.79,0.0,75.9,7.6,16.5,27.7,65.0,4.0,0.4,0.1,1.9,0.9,0.5,0.0,0.03,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1.12,0.8,0.29,0.03,1.12,0.48,7.48,2.59,4.35,0.19,1.28,0.7,0.0,1.12,5.72,39.1,44.1,2.0,92.0,0.1,100.0,4.84,52.5,2.17,0.22,0.0,0.22,0.03,50.03,97.6,0.3,-5.4640225388729675,-2.760384685248433,-2.12587784105833,-2.774226132770158,0.31264817911966425,0.12354943107128985,0.1946249048721633,0.15997150973544652,-0.028063352422414096,0.06960772519612533,0.2298852189343466,0.3199497185768227,-0.3008378320657789,-0.3474933849081782,-0.03184031965786837,-1.0817667570989073,-1.5347058411747874,-0.6462000135032748
Hakan Çalhanoğlu,TUR,"MF,FW",Milan,Serie A,0.14,0.0,0.14,0.31,1,0.3,-0.05,2.89,56.72,5.79,77.4,23.48,12.45,0.01,4.03,2.07,0.38,8.62,2.48,5.17,0.48,0.17,7.21,3.79,2.14,69.1,9.5,21.4,7.8,88.5,1.6,0.6,0.2,1.5,2.4,2.4,0.1,0.34,0.17,0.03,0.65,0.28,0.0,0.03,0.03,0.0,0.72,0.1,0.41,0.21,0.93,0.07,13.79,4.28,2.52,4.48,1.41,0.21,0.0,0.93,0.66,8.6,43.6,46.5,82.0,2.0,60.3,5.43,54.1,7.48,2.45,0.86,1.9,1.38,58.79,82.2,14.5,4.335191320910321,5.452273541559532,-1.160080450059508,-5.223560919128477,4.735656190096488,1.2169555806145236,-1.96885431739389,-0.35017313369564473,3.343542804920005,0.9144316317633482,0.3749476419409368,1.9369890722263654,2.4416348530203393,1.0954201620711297,0.6465960531961319,-0.672271076651512,1.2440880162771932,-0.3815335274174421
Daniel Caligiuri,ITA,"MF,DF",Augsburg,Bundesliga,0.17,0.0,0.2,0.14,3,0.13,0.04,1.28,40.24,3.18,69.0,14.8,9.43,0.01,2.06,1.11,0.3,8.07,2.87,2.53,2.67,0.07,8.24,1.99,1.39,53.6,18.4,28.0,12.9,76.3,2.1,0.5,0.6,1.8,2.9,4.6,0.34,0.0,0.17,0.07,0.3,0.07,0.03,0.0,0.0,0.0,2.74,1.15,1.18,0.41,3.24,1.01,21.39,5.91,7.23,3.78,2.4,0.17,0.0,1.42,1.42,8.2,46.2,32.6,79.9,3.18,67.0,5.34,55.9,4.49,1.89,0.34,2.26,2.33,39.32,77.3,14.8,1.7364756589007346,3.7520173560580266,2.8885911501938284,2.1217809329930457,1.9693151606947046,2.5239125640478726,-0.9079793020641932,-0.02312954721373697,0.3110495725100928,2.369177457423126,0.30318459659310426,-0.5720716486099711,0.17813920951723985,-0.12692165189980725,1.6057648894505268,-0.03471867173956226,0.5363022907248179,-0.07515963498530269
Jonathan Calleri,ARG,FW,Osasuna,La Liga,0.23,0.0,0.29,0.12,0,0.08,-0.05,2.86,20.64,1.51,61.4,9.88,1.86,0.04,1.05,0.47,0.06,1.74,0.0,0.0,0.0,0.06,7.03,0.47,0.81,52.4,23.9,23.7,6.2,63.4,9.6,2.3,0.0,2.5,3.4,5.1,0.12,0.17,0.06,0.06,0.35,0.0,0.06,0.06,0.0,0.0,0.87,0.17,0.35,0.35,0.93,0.17,15.87,3.72,1.45,8.37,1.1,0.29,0.0,0.29,0.58,30.6,45.0,48.7,90.4,2.44,50.0,4.03,53.2,2.85,0.64,0.58,2.67,2.38,48.72,51.0,26.5,6.069752702708641,-4.847732884358415,1.0228586415447147,1.2336072304253958,0.9537002466889358,-1.1066901874905342,-0.490377583138856,0.1418287809925651,-0.22699544182989623,-1.5728187996181888,-0.5260267521898883,-0.8134184560295413,0.3142952932425726,0.7250980830032446,0.1885306743070391,-2.135980501566562,0.37391708085096326,0.6386393290387751
Dominic Calvert-Lewin,ENG,FW,Everton,Premier League,0.09,0.0,0.5,0.0,0,0.06,0.02,2.54,20.97,1.13,71.6,11.57,1.66,-0.06,0.85,0.34,0.03,0.56,0.0,0.06,0.03,0.03,7.02,0.25,0.47,54.3,28.0,17.8,7.2,62.6,7.8,7.3,0.9,2.2,3.0,3.9,0.06,0.19,0.28,0.06,0.28,0.0,0.0,0.16,0.06,0.0,0.53,0.0,0.22,0.31,0.34,0.06,10.88,3.04,0.72,5.45,0.97,0.25,0.0,0.16,0.97,28.6,42.8,48.6,93.6,1.44,43.5,5.42,38.2,1.97,0.69,0.6,3.54,1.57,50.28,51.3,25.2,6.707672425284078,-7.001051078172907,-0.20733909005801118,0.47645599539446654,1.4413220234111097,-2.7809716278232215,-0.2685059466758148,0.15344946497992432,-1.9587882561910361,-0.1959577281700158,-0.28001197070201206,0.2974563741334285,1.6912744797556156,1.5181552941911511,-0.29115464114663875,0.04028285241919476,1.6538080123921965,-1.1787716561547665
Dani Calvo,ESP,DF,Elche,La Liga,0.15,0.0,0.1,0.0,0,0.0,0.06,0.35,37.53,1.31,86.1,9.9,8.79,0.0,1.26,0.0,0.0,1.57,1.41,0.0,0.15,0.0,3.69,1.41,0.05,73.9,7.5,18.6,17.9,74.0,5.8,0.1,0.1,2.2,0.3,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06,0.86,0.15,0.05,1.06,0.45,9.24,3.38,6.01,0.2,1.41,0.66,0.0,0.96,5.71,50.0,39.8,2.0,91.8,0.1,100.0,5.74,48.4,1.26,0.05,0.0,0.15,0.1,30.05,97.5,0.2,-5.223630541244223,-4.947476681925046,-0.7772139386818246,-1.967067970451635,-0.3929244874137811,1.7217388336251493,-0.014552882028400332,0.014960085622755628,1.1034402115923478,0.6773354677643416,-0.6883495183298066,-0.42614165528817394,-0.3046769817375112,0.09252636090285796,0.7550609427928834,-0.45640985801767675,-1.0854905624833007,-1.0914229250306788
Mahdi Camara,FRA,"MF,DF",Saint-Étienne,Ligue 1,0.11,0.0,0.08,0.05,0,0.04,-0.01,0.6,45.87,2.84,86.3,19.84,6.15,0.01,3.09,0.74,0.3,2.27,0.87,0.05,1.2,0.0,6.72,1.17,0.77,76.8,11.0,12.2,3.1,87.8,4.1,0.4,0.2,1.9,1.5,2.2,0.11,0.03,0.05,0.08,0.11,0.0,0.05,0.0,0.0,0.0,2.98,1.37,1.39,0.22,1.5,0.63,18.85,5.49,5.68,3.03,1.86,0.36,0.0,1.56,1.97,10.8,59.0,14.5,89.7,1.42,63.5,5.95,50.0,4.43,1.15,0.11,0.71,0.98,40.44,90.6,3.4,-2.49986086926786,0.7356535573140214,-1.1529224586539697,2.6191618596668915,-1.2117303065104044,0.6305380568070112,-0.8590367477608732,-0.09451052867123466,0.6600607835395433,-0.03471972998591062,-0.48518502653109996,-0.7205641984193589,-0.6746862792212247,0.7597376378829267,0.7017211490514811,0.08131243574598046,0.057571373688865446,0.2964539567970431
Eduardo Camavinga,FRA,MF,Rennes,Ligue 1,0.22,0.0,0.04,0.07,0,0.05,-0.03,0.97,60.71,3.71,89.3,26.4,6.67,0.03,5.84,0.56,0.04,1.35,1.12,0.0,0.22,0.11,8.01,1.12,0.15,83.5,8.6,7.9,88.4,5.7,3.9,0.4,0.0,0.9,2.4,1.2,0.07,0.11,0.22,0.04,0.15,0.0,0.0,0.07,0.0,0.0,4.16,1.72,1.91,0.52,2.4,0.75,23.52,6.74,6.67,4.49,1.42,0.11,0.0,0.75,0.75,8.2,63.2,20.3,90.1,2.66,69.0,5.61,57.7,6.59,2.4,0.3,1.65,1.42,62.21,91.1,6.1,-1.2267169055596248,4.163791799490366,-3.333913031971365,4.4353192922776445,-1.6854701155934928,-0.482830101011834,3.512866714735786,-0.6240799836630267,0.005601000184290396,-0.6319479938009931,1.0666285257718628,-0.3637623383617415,0.761770024807518,1.6444724051306507,0.16808911662770315,-0.08480099551015512,1.41172932634309,-0.19553573867619706
Emre Can,GER,"DF,MF",Dortmund,Bundesliga,0.21,0.0,0.04,0.17,0,0.1,0.01,0.72,76.62,5.06,87.3,23.33,15.49,0.07,5.49,0.8,0.08,3.16,1.94,0.0,1.22,0.17,9.49,2.53,0.51,77.9,9.5,12.7,20.8,73.4,2.0,0.8,0.1,1.3,1.8,1.0,0.13,0.0,0.0,0.08,0.25,0.0,0.0,0.0,0.0,0.0,2.32,1.05,0.89,0.38,1.69,0.76,12.78,4.98,5.44,1.52,1.73,0.51,0.0,1.69,3.04,13.1,53.4,10.0,89.5,1.9,82.2,5.56,56.2,6.12,1.9,0.13,0.46,0.8,65.99,96.4,1.8,-3.3906693000967745,3.7133233918650115,-3.2208382310199437,-0.1605323001095892,0.2845110552056526,-0.2986589146582621,-0.12048388245754413,0.6087384651876094,-0.2782178307812981,-1.4184054568656952,-0.6525314692511649,-0.7337831710824319,-0.6065467475335303,0.04217611964680915,0.36001833910132885,-0.9049093824331172,0.2895353940873915,-0.8896062550651831
Sergio Canales,ESP,"MF,FW",Betis,La Liga,0.14,0.0,0.29,0.22,3,0.18,0.09,1.62,62.77,4.14,84.7,23.92,13.17,0.03,3.99,1.65,0.4,4.53,2.3,1.51,0.47,0.25,10.14,3.74,1.65,73.1,9.1,17.9,88.9,8.8,1.2,0.1,0.2,2.1,1.8,2.3,0.14,0.18,0.07,0.0,0.47,0.07,0.04,0.04,0.0,0.0,0.61,0.18,0.36,0.07,0.94,0.11,10.4,3.38,2.99,2.34,0.94,0.0,0.0,0.5,0.43,9.5,53.1,36.6,86.3,1.69,76.6,6.13,53.2,7.95,3.24,0.4,1.47,1.08,64.21,87.6,8.0,2.119121313540233,4.015601258529441,-2.5563776311255397,-5.0092725709232715,2.20672197405033,-0.9728629693837297,2.332254396228617,-0.9939476664167612,0.4992375102899877,0.7160888361771938,0.28579543772995286,-1.5909195178919264,-0.6527438202280028,1.2918710539398488,0.23104282244351315,0.019070269306512268,0.3678378105303128,0.03293400982891355
João Cancelo,POR,DF,Manchester City,Premier League,0.2,0.04,0.08,0.12,0,0.19,0.0,1.37,82.12,6.51,85.7,36.2,10.82,-0.07,5.29,2.71,0.35,9.14,1.57,0.04,7.53,0.39,7.88,1.53,2.71,69.0,15.7,15.3,11.1,76.1,2.2,0.3,0.3,1.1,1.8,2.1,0.27,0.04,0.04,0.0,0.39,0.04,0.0,0.04,0.04,0.0,3.02,1.61,1.02,0.39,3.49,1.61,13.25,4.75,5.37,2.98,1.49,0.12,0.0,2.08,1.41,9.4,48.1,33.3,85.3,3.41,57.5,4.64,56.2,8.55,2.86,0.86,0.98,1.18,69.45,95.4,5.4,-0.3250754389170096,8.128637634064996,-0.3198616889525148,0.37726707997012904,-1.1922516207291427,-1.3866029322117714,-1.3049694082666314,1.1075320911248356,-2.2883365790840196,0.10522452766918895,0.422567390597056,0.004115028290803699,1.7276098742696187,-1.358003110198171,-0.40133015397408134,-0.9792508520033523,-1.6422168788957558,0.011648704953027108
